prospect_id,market,acquisition_channel,category_interest,device_type,engagement_score,assignment_date,converted
P04964,LT,Paid Social,Electronics,mobile,0.4498,2025-02-24,0
P04965,LV,Affiliate,Electronics,mobile,0.4337,2025-07-03,0
P04966,LT,CRM,Electronics,desktop,0.5484,2025-01-28,0
P04967,LT,CRM,Beauty,mobile,0.1482,2025-08-24,0
P04968,LT,Paid Social,Electronics,desktop,0.4689,2025-09-29,0
P04969,LV,Paid Search,Beauty,mobile,0.3937,2025-10-16,0
P04970,LV,Paid Social,Beauty,desktop,0.2002,2025-03-08,0
P04971,LV,Paid Search,Pet Care,mobile,0.1902,2025-08-22,0
P04972,LT,CRM,Home,desktop,0.5676,2025-08-23,1
P04973,LT,CRM,Home,mobile,0.7547,2025-01-23,0
P04974,LV,Organic Search,Home,desktop,0.1973,2025-09-27,0
P04975,LT,CRM,Pet Care,desktop,0.3865,2025-01-24,0
P04976,EE,CRM,Home,desktop,0.2927,2025-06-03,0
P04977,LV,Affiliate,Home,desktop,0.02,2025-08-17,0
P04978,LT,Paid Social,Home,mobile,0.4989,2025-10-07,1
P04979,LV,CRM,Pet Care,mobile,0.6491,2025-06-01,1
P04980,LV,Paid Search,Electronics,desktop,0.6319,2025-06-06,0
P04981,LT,CRM,Pet Care,mobile,0.5742,2025-04-16,0
P04982,LT,CRM,Electronics,desktop,0.3613,2025-04-02,0
P04983,LV,Paid Search,Electronics,mobile,0.5623,2025-01-28,1
P04984,LT,Paid Social,Electronics,desktop,0.1384,2025-02-04,0
P04985,LT,CRM,Home,desktop,0.4727,2025-02-27,1
P04986,LT,Paid Search,Home,mobile,0.2461,2025-07-22,0
P04987,LV,Affiliate,Electronics,desktop,0.6155,2025-02-08,0
P04988,LV,Organic Search,Electronics,mobile,0.4219,2025-07-26,1
P04989,EE,Organic Search,Beauty,mobile,0.5298,2025-06-14,0
P04990,LV,CRM,Electronics,desktop,0.6824,2025-01-27,1
P04991,LV,Paid Search,Pet Care,desktop,0.2821,2025-04-26,1
P04992,LT,Paid Search,Pet Care,desktop,0.3165,2025-06-02,1
P04993,LT,Paid Search,Electronics,mobile,0.6172,2025-01-06,1
P04994,EE,CRM,Beauty,desktop,0.4298,2025-04-10,0
P04995,LV,Paid Social,Beauty,mobile,0.749,2025-06-14,0
P04996,EE,CRM,Home,mobile,0.3979,2025-05-04,1
P04997,LV,Affiliate,Home,mobile,0.2635,2025-02-24,0
P04998,EE,Paid Search,Electronics,mobile,0.5145,2025-04-05,1
P04999,LV,CRM,Beauty,mobile,0.5671,2025-08-17,1
P05000,LT,Paid Social,Beauty,mobile,0.0703,2025-08-23,1
P05001,LT,Affiliate,Sports,desktop,0.3029,2025-06-08,0
P05002,LT,Paid Social,Pet Care,desktop,0.4044,2025-05-09,0
P05003,EE,Organic Search,Electronics,mobile,0.7271,2025-07-10,0
P05004,EE,Affiliate,Electronics,mobile,0.6149,2025-08-20,0
P05005,LV,CRM,Electronics,mobile,0.6232,2025-03-28,0
P05006,LV,Paid Social,Pet Care,mobile,0.8413,2025-09-03,0
P05007,LV,Organic Search,Sports,mobile,0.3061,2025-09-22,1
P05008,LT,Organic Search,Beauty,desktop,0.7196,2025-02-22,1
P05009,EE,CRM,Home,mobile,0.6375,2025-06-10,0
P05010,LV,Paid Social,Sports,mobile,0.6135,2025-02-06,0
P05011,LT,Paid Social,Electronics,desktop,0.6356,2025-09-27,1
P05012,EE,Paid Social,Beauty,mobile,0.5094,2025-09-03,1
P05013,LV,Organic Search,Pet Care,mobile,0.5911,2025-05-14,0
P05014,LV,Paid Search,Beauty,desktop,0.2074,2025-02-08,1
P05015,LT,Organic Search,Electronics,desktop,0.3581,2025-07-26,0
P05016,LV,Paid Social,Home,desktop,0.0749,2025-07-25,0
P05017,LV,Paid Search,Pet Care,desktop,0.5057,2025-05-27,1
P05018,LV,Organic Search,Beauty,mobile,0.5217,2025-03-01,1
P05019,LV,Paid Social,Electronics,desktop,0.1243,2025-09-01,0
P05020,LT,Paid Social,Home,desktop,0.2664,2025-02-03,0
P05021,LT,Paid Social,Electronics,mobile,0.3175,2025-03-26,0
P05022,LT,Paid Search,Electronics,mobile,0.3363,2025-04-23,1
P05023,LT,Organic Search,Beauty,desktop,0.2155,2025-01-08,0
P05024,LT,CRM,Beauty,mobile,0.5719,2025-09-30,0
P05025,EE,Paid Search,Pet Care,desktop,0.3169,2025-08-01,0
P05026,LV,Paid Social,Electronics,mobile,0.2266,2025-10-02,0
P05027,LT,Affiliate,Home,mobile,0.1466,2025-04-11,1
P05028,LV,Paid Search,Home,desktop,0.2651,2025-03-01,0
P05029,LV,Paid Search,Home,desktop,0.7776,2025-03-23,0
P05030,LT,Paid Social,Beauty,mobile,0.1911,2025-07-26,1
P05031,LT,Organic Search,Sports,mobile,0.1831,2025-01-22,0
P05032,LV,Paid Search,Pet Care,mobile,0.0526,2025-03-28,0
P05033,LT,Paid Search,Pet Care,mobile,0.4793,2025-07-06,0
P05034,LT,Paid Search,Home,mobile,0.7456,2025-08-11,1
P05035,LT,Paid Social,Home,desktop,0.6193,2025-09-30,0
P05036,EE,Paid Search,Sports,desktop,0.1625,2025-02-18,1
P05037,LT,Organic Search,Sports,mobile,0.3156,2025-08-17,0
P05038,LV,Paid Social,Electronics,mobile,0.436,2025-05-21,0
P05039,LT,Paid Social,Home,desktop,0.4472,2025-02-14,0
P05040,EE,Affiliate,Electronics,desktop,0.3445,2025-04-24,0
P05041,LV,Organic Search,Pet Care,mobile,0.0969,2025-07-16,1
P05042,LT,Paid Search,Pet Care,desktop,0.4312,2025-04-25,0
P05043,EE,CRM,Home,mobile,0.8754,2025-01-23,0
P05044,LV,CRM,Home,desktop,0.6534,2025-10-11,1
P05045,EE,Paid Social,Beauty,mobile,0.4643,2025-01-03,0
P05046,LT,CRM,Pet Care,desktop,0.0839,2025-09-11,0
P05047,LT,Paid Social,Electronics,mobile,0.2884,2025-08-17,0
P05048,LV,CRM,Electronics,mobile,0.5173,2025-09-25,1
P05049,LT,Affiliate,Electronics,desktop,0.2247,2025-05-22,0
P05050,LT,Paid Social,Beauty,mobile,0.49,2025-07-28,0
P05051,LV,Organic Search,Sports,desktop,0.5136,2025-09-26,0
P05052,LT,CRM,Home,desktop,0.2393,2025-06-26,0
P05053,EE,Paid Social,Pet Care,mobile,0.1957,2025-04-28,0
P05054,EE,Paid Social,Sports,mobile,0.6046,2025-05-20,1
P05055,EE,CRM,Pet Care,mobile,0.1277,2025-05-02,0
P05056,LV,Affiliate,Home,mobile,0.2595,2025-05-16,0
P05057,LV,CRM,Pet Care,mobile,0.6769,2025-07-04,1
P05058,LT,Paid Search,Home,mobile,0.3833,2025-02-18,0
P05059,LV,CRM,Electronics,desktop,0.0354,2025-07-19,0
P05060,EE,Paid Search,Pet Care,mobile,0.2473,2025-04-18,1
P05061,LV,Paid Search,Pet Care,mobile,0.2172,2025-02-21,0
P05062,LV,CRM,Sports,desktop,0.4262,2025-09-28,0
P05063,LT,CRM,Sports,mobile,0.2892,2025-05-16,0
P05064,LV,Paid Search,Home,mobile,0.7466,2025-01-09,0
P05065,LV,Paid Social,Home,mobile,0.6772,2025-03-17,1
P05066,LV,Paid Search,Home,desktop,0.0576,2025-03-05,1
P05067,LT,CRM,Home,mobile,0.226,2025-05-18,0
P05068,EE,Organic Search,Pet Care,desktop,0.7111,2025-07-02,1
P05069,LT,Paid Social,Home,mobile,0.1955,2025-07-17,0
P05070,LV,Paid Search,Home,mobile,0.5346,2025-06-22,0
P05071,LT,CRM,Home,mobile,0.7568,2025-09-17,0
P05072,LV,Paid Social,Beauty,desktop,0.2349,2025-01-22,0
P05073,LT,Paid Social,Home,mobile,0.1639,2025-09-06,0
P05074,LT,Paid Search,Electronics,mobile,0.5918,2025-10-02,0
P05075,LV,Paid Search,Sports,mobile,0.1312,2025-08-07,1
P05076,EE,Paid Social,Sports,mobile,0.7819,2025-08-22,0
P05077,LT,Paid Social,Electronics,mobile,0.1905,2025-06-18,0
P05078,EE,Paid Social,Beauty,mobile,0.298,2025-04-12,0
P05079,LV,Paid Search,Home,desktop,0.3193,2025-10-14,0
P05080,LT,Paid Social,Home,desktop,0.2297,2025-08-26,0
P05081,LV,Organic Search,Electronics,mobile,0.4337,2025-10-08,1
P05082,LV,Organic Search,Home,desktop,0.3941,2025-07-11,1
P05083,LV,Organic Search,Home,mobile,0.4817,2025-03-01,0
P05084,LV,CRM,Sports,mobile,0.4344,2025-07-04,0
P05085,LV,Paid Social,Beauty,mobile,0.7975,2025-05-24,0
P05086,LV,Affiliate,Home,mobile,0.5915,2025-04-22,1
P05087,LT,Paid Search,Sports,desktop,0.3809,2025-09-17,1
P05088,EE,CRM,Electronics,mobile,0.1768,2025-04-29,0
P05089,LV,CRM,Beauty,mobile,0.2559,2025-09-25,1
P05090,LT,Paid Social,Pet Care,mobile,0.109,2025-02-14,0
P05091,LV,Organic Search,Beauty,mobile,0.382,2025-03-08,0
P05092,LV,Organic Search,Pet Care,mobile,0.3187,2025-09-25,0
P05093,EE,CRM,Beauty,mobile,0.4733,2025-08-03,0
P05094,EE,Paid Search,Pet Care,mobile,0.155,2025-09-10,0
P05095,EE,Affiliate,Pet Care,desktop,0.2064,2025-09-01,0
P05096,EE,Paid Search,Electronics,desktop,0.7908,2025-05-03,1
P05097,LT,Paid Search,Beauty,desktop,0.3379,2025-02-17,0
P05098,LT,Organic Search,Electronics,mobile,0.2296,2025-04-08,0
P05099,LV,Organic Search,Home,mobile,0.1364,2025-09-04,0
P05100,LV,Paid Search,Pet Care,mobile,0.7521,2025-07-16,1
P05101,LT,Organic Search,Home,desktop,0.1366,2025-01-03,1
P05102,LV,Paid Social,Home,desktop,0.7542,2025-09-02,0
P05103,LT,Paid Search,Home,desktop,0.5638,2025-10-19,1
P05104,LT,Affiliate,Sports,desktop,0.5213,2025-07-06,0
P05105,EE,Paid Social,Beauty,desktop,0.0773,2025-03-07,1
P05106,LV,Paid Social,Home,mobile,0.3403,2025-07-19,0
P05107,EE,Paid Search,Pet Care,mobile,0.5855,2025-05-04,0
P05108,LT,Paid Social,Home,desktop,0.6593,2025-03-10,0
P05109,LV,Paid Search,Electronics,mobile,0.296,2025-07-18,1
P05110,LV,Paid Social,Beauty,mobile,0.1475,2025-03-23,1
P05111,LV,Affiliate,Beauty,mobile,0.1722,2025-03-27,1
P05112,LT,Affiliate,Sports,mobile,0.522,2025-01-23,0
P05113,LV,Organic Search,Beauty,mobile,0.4978,2025-02-17,0
P05114,LV,Organic Search,Home,desktop,0.3038,2025-10-19,0
P05115,LT,Affiliate,Electronics,mobile,0.2135,2025-02-20,0
P05116,LV,Affiliate,Sports,mobile,0.2361,2025-03-13,1
P05117,LT,CRM,Home,desktop,0.8096,2025-01-27,1
P05118,LV,Paid Search,Pet Care,mobile,0.2589,2025-08-13,0
P05119,EE,Affiliate,Electronics,desktop,0.8037,2025-07-05,1
P05120,LT,Affiliate,Electronics,desktop,0.4112,2025-09-10,1
P05121,LV,Paid Search,Beauty,mobile,0.1417,2025-09-08,0
P05122,EE,Organic Search,Electronics,mobile,0.069,2025-10-06,0
P05123,LT,CRM,Beauty,mobile,0.6194,2025-09-24,0
P05124,EE,Paid Social,Home,mobile,0.367,2025-07-08,0
P05125,LT,Organic Search,Electronics,desktop,0.5337,2025-08-18,0
P05126,LT,Paid Search,Electronics,mobile,0.3264,2025-08-06,0
P05127,LV,CRM,Pet Care,mobile,0.4116,2025-01-29,0
P05128,EE,Paid Search,Electronics,desktop,0.5244,2025-05-08,0
P05129,LV,Paid Search,Home,mobile,0.4512,2025-03-26,0
P05130,LV,CRM,Sports,desktop,0.6394,2025-05-13,0
P05131,EE,Paid Social,Beauty,mobile,0.2502,2025-01-16,0
P05132,LV,Paid Social,Sports,desktop,0.6977,2025-10-13,1
P05133,EE,CRM,Sports,mobile,0.5772,2025-04-05,0
P05134,LV,Paid Search,Beauty,mobile,0.3931,2025-06-11,1
P05135,LV,Organic Search,Beauty,desktop,0.1466,2025-07-06,0
P05136,LT,Paid Search,Sports,mobile,0.5115,2025-02-06,1
P05137,LT,Paid Search,Sports,mobile,0.5477,2025-06-23,1
P05138,LT,Affiliate,Home,mobile,0.697,2025-02-18,0
P05139,LV,Affiliate,Home,mobile,0.2368,2025-03-17,1
P05140,EE,Paid Search,Electronics,mobile,0.7909,2025-08-04,0
P05141,LT,Affiliate,Home,mobile,0.283,2025-03-26,0
P05142,LT,Paid Search,Beauty,mobile,0.7446,2025-09-01,0
P05143,LV,Organic Search,Pet Care,desktop,0.3844,2025-09-04,1
P05144,LV,CRM,Beauty,mobile,0.3217,2025-07-12,0
P05145,LV,Paid Social,Home,mobile,0.5331,2025-10-04,0
P05146,EE,Paid Social,Sports,mobile,0.6563,2025-05-05,0
P05147,LV,CRM,Beauty,desktop,0.5431,2025-05-27,0
P05148,LV,Paid Search,Pet Care,desktop,0.4927,2025-01-31,0
P05149,EE,CRM,Home,desktop,0.3936,2025-10-03,0
P05150,LT,Organic Search,Pet Care,desktop,0.3553,2025-01-12,0
P05151,EE,Paid Social,Electronics,mobile,0.481,2025-06-23,0
P05152,EE,Paid Search,Sports,mobile,0.6515,2025-01-19,1
P05153,EE,Paid Social,Beauty,desktop,0.4235,2025-03-08,0
P05154,LV,Paid Search,Sports,mobile,0.477,2025-09-13,1
P05155,LT,CRM,Home,desktop,0.111,2025-09-09,1
P05156,LV,CRM,Electronics,desktop,0.627,2025-04-22,1
P05157,LV,Paid Social,Home,mobile,0.2272,2025-02-04,0
P05158,LV,Organic Search,Pet Care,desktop,0.2555,2025-04-20,0
P05159,EE,Organic Search,Beauty,mobile,0.371,2025-06-05,0
P05160,LV,Affiliate,Home,desktop,0.7434,2025-09-15,0
P05161,EE,CRM,Pet Care,desktop,0.2263,2025-06-28,1
P05162,EE,Paid Search,Beauty,mobile,0.2335,2025-10-03,0
P05163,LT,CRM,Beauty,mobile,0.5329,2025-01-25,0
P05164,LV,CRM,Beauty,mobile,0.2005,2025-02-01,0
P05165,LV,Paid Social,Beauty,mobile,0.3951,2025-06-17,0
P05166,LV,Organic Search,Sports,desktop,0.0951,2025-08-07,0
P05167,LV,Paid Social,Pet Care,mobile,0.2034,2025-03-07,1
P05168,LT,Organic Search,Beauty,mobile,0.1823,2025-08-26,1
P05169,EE,Affiliate,Electronics,desktop,0.9444,2025-10-13,1
P05170,LV,Paid Social,Beauty,mobile,0.5909,2025-09-17,0
P05171,LT,Organic Search,Electronics,mobile,0.4312,2025-09-08,0
P05172,LT,Paid Search,Sports,desktop,0.7852,2025-05-30,1
P05173,LV,CRM,Electronics,mobile,0.6046,2025-08-12,0
P05174,LV,Paid Search,Pet Care,desktop,0.6511,2025-09-29,1
P05175,LT,Paid Social,Pet Care,mobile,0.2701,2025-05-07,0
P05176,LV,Paid Search,Home,mobile,0.4375,2025-07-06,0
P05177,LV,Paid Search,Sports,desktop,0.1661,2025-09-22,1
P05178,LT,Organic Search,Beauty,desktop,0.1229,2025-02-21,1
P05179,EE,Paid Social,Sports,mobile,0.6167,2025-03-15,0
P05180,LV,CRM,Sports,mobile,0.0436,2025-09-06,0
P05181,LT,Affiliate,Sports,desktop,0.56,2025-07-16,1
P05182,LV,Affiliate,Home,mobile,0.4303,2025-07-31,0
P05183,EE,Paid Search,Beauty,mobile,0.3191,2025-04-21,1
P05184,LV,Affiliate,Beauty,mobile,0.5723,2025-01-05,1
P05185,LT,Paid Social,Pet Care,mobile,0.399,2025-06-14,0
P05186,LV,Paid Social,Electronics,mobile,0.5998,2025-07-16,0
P05187,LT,Affiliate,Pet Care,mobile,0.3229,2025-06-09,0
P05188,LT,Organic Search,Electronics,mobile,0.1927,2025-06-03,1
P05189,LV,Paid Social,Pet Care,desktop,0.3288,2025-07-14,0
P05190,LT,Paid Search,Beauty,mobile,0.02,2025-03-10,0
P05191,LT,CRM,Sports,mobile,0.8008,2025-03-04,1
P05192,LV,Organic Search,Sports,mobile,0.5353,2025-03-14,0
P05193,LT,Organic Search,Home,desktop,0.0765,2025-08-17,0
P05194,LT,CRM,Beauty,mobile,0.5285,2025-08-27,0
P05195,LV,Organic Search,Electronics,desktop,0.6007,2025-06-19,0
P05196,LV,Paid Social,Home,mobile,0.7048,2025-08-14,1
P05197,LV,Paid Social,Home,desktop,0.832,2025-09-07,1
P05198,LV,Organic Search,Beauty,mobile,0.2496,2025-07-29,1
P05199,LV,Paid Social,Sports,mobile,0.1508,2025-05-27,0
P05200,LT,Organic Search,Home,mobile,0.7155,2025-06-26,1
P05201,LT,CRM,Beauty,desktop,0.4284,2025-07-29,0
P05202,LT,Paid Search,Home,desktop,0.546,2025-08-27,0
P05203,LT,Paid Social,Home,mobile,0.5379,2025-08-01,0
P05204,LV,CRM,Beauty,mobile,0.489,2025-07-28,0
P05205,LV,Paid Social,Pet Care,desktop,0.4284,2025-02-23,1
P05206,EE,CRM,Electronics,mobile,0.5639,2025-06-06,0
P05207,LV,Paid Social,Electronics,mobile,0.2751,2025-03-14,0
P05208,LT,Paid Search,Electronics,mobile,0.6556,2025-01-21,1
P05209,LT,Paid Social,Sports,desktop,0.3846,2025-02-13,0
P05210,EE,Paid Social,Electronics,mobile,0.3172,2025-06-13,0
P05211,LT,Paid Social,Electronics,mobile,0.5364,2025-06-13,1
P05212,LV,Paid Search,Beauty,desktop,0.5633,2025-07-31,0
P05213,EE,Organic Search,Sports,mobile,0.3094,2025-05-29,1
P05214,EE,Paid Search,Home,mobile,0.263,2025-03-14,0
P05215,LV,Affiliate,Pet Care,mobile,0.4751,2025-09-06,0
P05216,LT,CRM,Sports,mobile,0.1936,2025-03-24,0
P05217,LV,Paid Search,Sports,desktop,0.2993,2025-05-18,0
P05218,LT,Paid Social,Pet Care,desktop,0.361,2025-07-10,0
P05219,LV,Paid Search,Pet Care,desktop,0.6503,2025-07-13,1
P05220,LV,Organic Search,Beauty,mobile,0.0605,2025-10-09,0
P05221,LV,Organic Search,Pet Care,mobile,0.5426,2025-08-18,0
P05222,EE,Affiliate,Home,mobile,0.5513,2025-08-15,0
P05223,LV,Paid Social,Pet Care,desktop,0.4528,2025-08-30,0
P05224,LV,Paid Social,Beauty,desktop,0.4268,2025-06-04,0
P05225,LV,Affiliate,Beauty,mobile,0.3893,2025-09-29,0
P05226,LV,Paid Social,Home,mobile,0.4898,2025-04-14,0
P05227,EE,Paid Social,Pet Care,desktop,0.2762,2025-05-17,1
P05228,EE,Affiliate,Beauty,mobile,0.3571,2025-10-08,0
P05229,LV,CRM,Beauty,desktop,0.5237,2025-10-25,0
P05230,EE,Affiliate,Beauty,mobile,0.4212,2025-06-20,0
P05231,EE,Paid Search,Home,desktop,0.5289,2025-08-17,0
P05232,LT,CRM,Home,desktop,0.2591,2025-02-02,0
P05233,LV,Organic Search,Beauty,mobile,0.33,2025-08-25,1
P05234,EE,Paid Search,Sports,mobile,0.2072,2025-07-09,0
P05235,EE,Paid Search,Pet Care,desktop,0.0772,2025-07-15,0
P05236,LT,Organic Search,Sports,desktop,0.1106,2025-04-24,1
P05237,LT,Organic Search,Pet Care,desktop,0.6329,2025-02-28,1
P05238,LT,Paid Search,Sports,mobile,0.0429,2025-03-28,1
P05239,LV,Paid Search,Home,mobile,0.414,2025-07-06,0
P05240,LV,Affiliate,Sports,mobile,0.2936,2025-01-16,0
P05241,EE,Paid Social,Beauty,desktop,0.2965,2025-10-13,0
P05242,LV,CRM,Beauty,mobile,0.7354,2025-08-09,0
P05243,EE,CRM,Pet Care,mobile,0.4162,2025-01-23,1
P05244,LT,Paid Social,Home,mobile,0.0941,2025-06-21,0
P05245,LV,Paid Social,Home,desktop,0.6845,2025-02-03,0
P05246,LV,Paid Search,Electronics,mobile,0.2531,2025-02-13,1
P05247,LT,Paid Search,Electronics,mobile,0.4718,2025-02-25,0
P05248,LV,Paid Search,Home,desktop,0.5466,2025-05-11,0
P05249,LV,Paid Social,Home,mobile,0.2642,2025-10-08,0
P05250,LV,Paid Social,Electronics,desktop,0.5669,2025-07-22,1
P05251,EE,Organic Search,Sports,mobile,0.7493,2025-08-05,0
P05252,LV,Organic Search,Electronics,mobile,0.2665,2025-09-12,0
P05253,LV,Organic Search,Beauty,mobile,0.098,2025-08-07,1
P05254,LT,CRM,Home,mobile,0.1635,2025-02-15,0
P05255,LV,Paid Search,Sports,desktop,0.3261,2025-05-26,0
P05256,LV,Affiliate,Home,desktop,0.3571,2025-04-15,0
P05257,LT,Affiliate,Sports,mobile,0.2503,2025-03-02,0
P05258,LT,Paid Social,Home,mobile,0.4798,2025-08-16,1
P05259,LV,Paid Search,Home,mobile,0.2585,2025-03-06,0
P05260,LV,Organic Search,Beauty,mobile,0.0845,2025-09-06,0
P05261,EE,CRM,Electronics,mobile,0.2845,2025-10-22,1
P05262,LV,Paid Social,Sports,mobile,0.5473,2025-09-17,0
P05263,LV,Paid Search,Electronics,mobile,0.4375,2025-03-08,1
P05264,EE,Paid Social,Electronics,mobile,0.6399,2025-01-24,1
P05265,LV,CRM,Home,mobile,0.4849,2025-02-08,0
P05266,LT,Paid Social,Beauty,mobile,0.2821,2025-08-19,0
P05267,LV,CRM,Electronics,desktop,0.2784,2025-10-26,1
P05268,LV,Paid Social,Sports,desktop,0.0999,2025-04-20,1
P05269,LT,Paid Search,Beauty,desktop,0.3069,2025-08-13,0
P05270,LT,Paid Search,Beauty,desktop,0.2969,2025-02-10,0
P05271,EE,Paid Social,Beauty,mobile,0.6875,2025-01-05,0
P05272,LT,Paid Search,Electronics,mobile,0.5102,2025-03-13,1
P05273,LV,Paid Search,Beauty,mobile,0.4423,2025-06-18,1
P05274,LT,Paid Social,Beauty,desktop,0.1354,2025-04-10,0
P05275,LT,Organic Search,Pet Care,mobile,0.2691,2025-06-15,0
P05276,LV,Paid Search,Sports,mobile,0.7061,2025-05-30,0
P05277,LV,Affiliate,Beauty,mobile,0.2838,2025-06-02,0
P05278,LT,Paid Social,Beauty,desktop,0.3547,2025-01-30,0
P05279,EE,CRM,Sports,mobile,0.3843,2025-09-22,0
P05280,EE,Organic Search,Electronics,desktop,0.3627,2025-01-22,0
P05281,LV,CRM,Electronics,desktop,0.3654,2025-08-25,1
P05282,EE,Paid Social,Beauty,mobile,0.4509,2025-05-29,0
P05283,LV,Affiliate,Beauty,desktop,0.0538,2025-01-16,0
P05284,EE,Organic Search,Beauty,mobile,0.257,2025-09-11,1
P05285,EE,Affiliate,Beauty,mobile,0.4692,2025-09-04,0
P05286,LV,Organic Search,Electronics,mobile,0.4968,2025-02-06,0
P05287,LT,Organic Search,Electronics,desktop,0.3394,2025-01-22,0
P05288,LV,Organic Search,Pet Care,mobile,0.5588,2025-08-31,0
P05289,EE,CRM,Beauty,mobile,0.5193,2025-09-05,0
P05290,LV,Paid Social,Sports,mobile,0.6372,2025-07-13,1
P05291,LT,Paid Social,Sports,mobile,0.4307,2025-10-27,0
P05292,EE,Paid Social,Electronics,mobile,0.7358,2025-09-14,1
P05293,LT,Organic Search,Electronics,desktop,0.325,2025-04-10,1
P05294,LT,Organic Search,Electronics,mobile,0.5072,2025-07-18,1
P05295,LT,CRM,Beauty,mobile,0.6252,2025-05-02,0
P05296,LV,Organic Search,Beauty,mobile,0.3451,2025-07-21,1
P05297,LV,Paid Search,Home,mobile,0.4155,2025-01-02,0
P05298,EE,Affiliate,Electronics,mobile,0.6675,2025-02-10,0
P05299,LT,CRM,Electronics,mobile,0.3523,2025-06-11,1
P05300,LV,Paid Social,Pet Care,desktop,0.4434,2025-01-26,1
P05301,LV,CRM,Home,mobile,0.2845,2025-04-12,0
P05302,LT,Paid Search,Home,mobile,0.3894,2025-06-07,1
P05303,LT,Organic Search,Home,mobile,0.2426,2025-01-17,0
P05304,LT,Paid Social,Pet Care,desktop,0.5478,2025-09-21,1
P05305,LT,Affiliate,Beauty,desktop,0.3593,2025-06-13,1
P05306,LV,Paid Search,Home,desktop,0.5197,2025-01-20,0
P05307,LT,Paid Social,Electronics,mobile,0.5256,2025-06-04,0
P05308,LT,Organic Search,Sports,mobile,0.3305,2025-10-11,0
P05309,LT,CRM,Electronics,desktop,0.3776,2025-09-17,0
P05310,LT,CRM,Home,mobile,0.5179,2025-10-17,0
P05311,LV,CRM,Beauty,mobile,0.3952,2025-03-19,0
P05312,EE,CRM,Home,desktop,0.2863,2025-03-17,0
P05313,LV,Affiliate,Home,mobile,0.3217,2025-02-04,0
P05314,LT,Paid Social,Beauty,mobile,0.4071,2025-06-04,1
P05315,EE,Paid Search,Sports,desktop,0.5446,2025-08-26,1
P05316,EE,Paid Search,Beauty,mobile,0.2132,2025-07-29,1
P05317,EE,Organic Search,Home,mobile,0.3608,2025-03-29,0
P05318,EE,Affiliate,Electronics,desktop,0.3227,2025-07-01,0
P05319,LT,Affiliate,Beauty,mobile,0.1044,2025-03-11,1
P05320,LV,Paid Search,Beauty,desktop,0.5638,2025-05-20,0
P05321,LV,CRM,Pet Care,desktop,0.735,2025-10-26,0
P05322,LV,Paid Social,Electronics,desktop,0.6851,2025-09-03,0
P05323,LV,Paid Social,Home,mobile,0.4523,2025-10-05,0
P05324,LV,Paid Social,Home,desktop,0.3869,2025-07-13,0
P05325,EE,Paid Search,Sports,desktop,0.3881,2025-08-23,1
P05326,EE,Paid Search,Beauty,mobile,0.0914,2025-08-24,1
P05327,LV,CRM,Home,mobile,0.2836,2025-04-16,0
P05328,EE,Paid Social,Sports,mobile,0.5809,2025-02-18,0
P05329,LT,Paid Social,Pet Care,mobile,0.5319,2025-01-25,0
P05330,LV,CRM,Pet Care,mobile,0.348,2025-02-06,1
P05331,EE,Organic Search,Pet Care,mobile,0.692,2025-07-16,1
P05332,LT,CRM,Sports,mobile,0.6138,2025-05-28,1
P05333,LV,Affiliate,Beauty,mobile,0.496,2025-05-05,0
P05334,EE,Paid Social,Pet Care,mobile,0.2377,2025-05-23,0
P05335,LT,CRM,Sports,desktop,0.3853,2025-03-26,1
P05336,EE,Paid Search,Beauty,desktop,0.3543,2025-04-25,0
P05337,LT,Affiliate,Home,mobile,0.2511,2025-03-25,0
P05338,EE,Paid Search,Electronics,desktop,0.1883,2025-04-06,0
P05339,LV,Paid Social,Home,mobile,0.3338,2025-03-17,0
P05340,LV,Paid Social,Electronics,mobile,0.8355,2025-03-20,1
P05341,LT,Paid Social,Sports,desktop,0.4678,2025-09-17,0
P05342,EE,Organic Search,Sports,mobile,0.3445,2025-05-31,0
P05343,LV,Paid Social,Home,mobile,0.7294,2025-08-25,0
P05344,LT,Organic Search,Pet Care,desktop,0.0558,2025-01-11,0
P05345,EE,CRM,Home,desktop,0.0566,2025-08-28,0
P05346,LT,CRM,Home,mobile,0.5614,2025-06-11,0
P05347,LT,CRM,Pet Care,mobile,0.2905,2025-02-20,1
P05348,LT,Paid Social,Pet Care,mobile,0.313,2025-02-11,0
P05349,LV,Paid Search,Electronics,mobile,0.5602,2025-06-26,0
P05350,LT,Paid Social,Home,mobile,0.5288,2025-09-21,0
P05351,LT,Organic Search,Electronics,mobile,0.4988,2025-06-08,0
P05352,EE,CRM,Beauty,mobile,0.2888,2025-05-10,1
P05353,LT,CRM,Home,mobile,0.1944,2025-04-15,1
P05354,LT,Paid Search,Home,desktop,0.2656,2025-01-17,0
P05355,LT,Paid Social,Home,mobile,0.4326,2025-03-29,0
P05356,LT,Paid Social,Sports,desktop,0.1864,2025-06-01,0
P05357,EE,Paid Search,Electronics,mobile,0.6156,2025-08-01,0
P05358,LV,CRM,Beauty,mobile,0.2053,2025-02-08,0
P05359,LT,Paid Social,Home,mobile,0.4938,2025-03-31,0
P05360,LT,CRM,Beauty,mobile,0.5338,2025-06-26,0
P05361,LV,Paid Social,Home,mobile,0.3827,2025-03-20,0
P05362,LV,Affiliate,Electronics,desktop,0.5261,2025-01-10,0
