prospect_id,experiment_id,treatment,assignment_date
P04976,free_shipping_threshold,control,2025-06-03
P04977,free_shipping_threshold,treatment,2025-08-17
P04978,free_shipping_threshold,treatment,2025-10-07
P04979,free_shipping_threshold,treatment,2025-06-01
P04980,free_shipping_threshold,control,2025-06-06
P04981,free_shipping_threshold,control,2025-04-16
P04982,free_shipping_threshold,control,2025-04-02
P04983,free_shipping_threshold,treatment,2025-01-28
P04984,free_shipping_threshold,treatment,2025-02-04
P04985,free_shipping_threshold,treatment,2025-02-27
P04986,free_shipping_threshold,control,2025-07-22
P04987,free_shipping_threshold,treatment,2025-02-08
P04988,free_shipping_threshold,treatment,2025-07-26
P04989,free_shipping_threshold,treatment,2025-06-14
P04990,free_shipping_threshold,treatment,2025-01-27
P04991,free_shipping_threshold,control,2025-04-26
P04992,free_shipping_threshold,treatment,2025-06-02
P04993,free_shipping_threshold,treatment,2025-01-06
P04994,free_shipping_threshold,control,2025-04-10
P04995,free_shipping_threshold,treatment,2025-06-14
P04996,free_shipping_threshold,control,2025-05-04
P04997,free_shipping_threshold,treatment,2025-02-24
P04998,free_shipping_threshold,control,2025-04-05
P04999,free_shipping_threshold,control,2025-08-17
P05000,free_shipping_threshold,treatment,2025-08-23
P05001,free_shipping_threshold,control,2025-06-08
P05002,free_shipping_threshold,treatment,2025-05-09
P05003,free_shipping_threshold,control,2025-07-10
P05004,free_shipping_threshold,control,2025-08-20
P05005,free_shipping_threshold,control,2025-03-28
P05006,free_shipping_threshold,control,2025-09-03
P05007,free_shipping_threshold,control,2025-09-22
P05008,free_shipping_threshold,control,2025-02-22
P05009,free_shipping_threshold,treatment,2025-06-10
P05010,free_shipping_threshold,treatment,2025-02-06
P05011,free_shipping_threshold,control,2025-09-27
P05012,free_shipping_threshold,control,2025-09-03
P05013,free_shipping_threshold,control,2025-05-14
P05014,free_shipping_threshold,control,2025-02-08
P05015,free_shipping_threshold,control,2025-07-26
P05016,free_shipping_threshold,treatment,2025-07-25
P05017,free_shipping_threshold,treatment,2025-05-27
P05018,free_shipping_threshold,control,2025-03-01
P05019,free_shipping_threshold,treatment,2025-09-01
P05020,free_shipping_threshold,treatment,2025-02-03
P05021,free_shipping_threshold,control,2025-03-26
P05022,free_shipping_threshold,control,2025-04-23
P05023,free_shipping_threshold,treatment,2025-01-08
P05024,free_shipping_threshold,control,2025-09-30
P05025,free_shipping_threshold,treatment,2025-08-01
P05026,free_shipping_threshold,control,2025-10-02
P05027,free_shipping_threshold,control,2025-04-11
P05028,free_shipping_threshold,treatment,2025-03-01
P05029,free_shipping_threshold,control,2025-03-23
P05030,free_shipping_threshold,treatment,2025-07-26
P05031,free_shipping_threshold,treatment,2025-01-22
P05032,free_shipping_threshold,control,2025-03-28
P05033,free_shipping_threshold,control,2025-07-06
P05034,free_shipping_threshold,treatment,2025-08-11
P05035,free_shipping_threshold,control,2025-09-30
P05036,free_shipping_threshold,treatment,2025-02-18
P05037,free_shipping_threshold,treatment,2025-08-17
P05038,free_shipping_threshold,control,2025-05-21
P05039,free_shipping_threshold,treatment,2025-02-14
P05040,free_shipping_threshold,control,2025-04-24
P05041,free_shipping_threshold,control,2025-07-16
P05042,free_shipping_threshold,control,2025-04-25
P05043,free_shipping_threshold,treatment,2025-01-23
P05044,free_shipping_threshold,treatment,2025-10-11
P05045,free_shipping_threshold,treatment,2025-01-03
P05046,free_shipping_threshold,control,2025-09-11
P05047,free_shipping_threshold,treatment,2025-08-17
P05048,free_shipping_threshold,treatment,2025-09-25
P05049,free_shipping_threshold,control,2025-05-22
P05050,free_shipping_threshold,control,2025-07-28
P05051,free_shipping_threshold,control,2025-09-26
P05052,free_shipping_threshold,treatment,2025-06-26
P05053,free_shipping_threshold,control,2025-04-28
P05054,free_shipping_threshold,treatment,2025-05-20
P05055,free_shipping_threshold,control,2025-05-02
P05056,free_shipping_threshold,treatment,2025-05-16
P05057,free_shipping_threshold,control,2025-07-04
P05058,free_shipping_threshold,treatment,2025-02-18
P05059,free_shipping_threshold,treatment,2025-07-19
P05060,free_shipping_threshold,treatment,2025-04-18
P05061,free_shipping_threshold,control,2025-02-21
P05062,free_shipping_threshold,treatment,2025-09-28
P05063,free_shipping_threshold,treatment,2025-05-16
P05064,free_shipping_threshold,treatment,2025-01-09
P05065,free_shipping_threshold,control,2025-03-17
P05066,free_shipping_threshold,treatment,2025-03-05
P05067,free_shipping_threshold,treatment,2025-05-18
P05068,free_shipping_threshold,control,2025-07-02
P05069,free_shipping_threshold,treatment,2025-07-17
P05070,free_shipping_threshold,control,2025-06-22
P05071,free_shipping_threshold,control,2025-09-17
P05072,free_shipping_threshold,treatment,2025-01-22
P05073,free_shipping_threshold,control,2025-09-06
P05074,free_shipping_threshold,control,2025-10-02
P05075,free_shipping_threshold,treatment,2025-08-07
P05076,free_shipping_threshold,control,2025-08-22
P05077,free_shipping_threshold,treatment,2025-06-18
P05078,free_shipping_threshold,treatment,2025-04-12
P05079,free_shipping_threshold,treatment,2025-10-14
P05080,free_shipping_threshold,control,2025-08-26
P05081,free_shipping_threshold,control,2025-10-08
P05082,free_shipping_threshold,treatment,2025-07-11
P05083,free_shipping_threshold,control,2025-03-01
P05084,free_shipping_threshold,control,2025-07-04
P05085,free_shipping_threshold,treatment,2025-05-24
P05086,free_shipping_threshold,treatment,2025-04-22
P05087,free_shipping_threshold,treatment,2025-09-17
P05088,free_shipping_threshold,control,2025-04-29
P05089,free_shipping_threshold,treatment,2025-09-25
P05090,free_shipping_threshold,treatment,2025-02-14
P05091,free_shipping_threshold,control,2025-03-08
P05092,free_shipping_threshold,control,2025-09-25
P05093,free_shipping_threshold,treatment,2025-08-03
P05094,free_shipping_threshold,control,2025-09-10
P05095,free_shipping_threshold,control,2025-09-01
P05096,free_shipping_threshold,treatment,2025-05-03
P05097,free_shipping_threshold,control,2025-02-17
P05098,free_shipping_threshold,control,2025-04-08
P05099,free_shipping_threshold,treatment,2025-09-04
P05100,free_shipping_threshold,treatment,2025-07-16
P05101,free_shipping_threshold,control,2025-01-03
P05102,free_shipping_threshold,control,2025-09-02
P05103,free_shipping_threshold,treatment,2025-10-19
P05104,free_shipping_threshold,control,2025-07-06
P05105,free_shipping_threshold,control,2025-03-07
P05106,free_shipping_threshold,treatment,2025-07-19
P05107,free_shipping_threshold,control,2025-05-04
P05108,free_shipping_threshold,control,2025-03-10
P05109,free_shipping_threshold,control,2025-07-18
P05110,free_shipping_threshold,treatment,2025-03-23
P05111,free_shipping_threshold,treatment,2025-03-27
P05112,free_shipping_threshold,treatment,2025-01-23
P05113,free_shipping_threshold,control,2025-02-17
P05114,free_shipping_threshold,control,2025-10-19
P05115,free_shipping_threshold,treatment,2025-02-20
P05116,free_shipping_threshold,control,2025-03-13
P05117,free_shipping_threshold,control,2025-01-27
P05118,free_shipping_threshold,control,2025-08-13
P05119,free_shipping_threshold,control,2025-07-05
P05120,free_shipping_threshold,control,2025-09-10
P05121,free_shipping_threshold,treatment,2025-09-08
P05122,free_shipping_threshold,treatment,2025-10-06
P05123,free_shipping_threshold,treatment,2025-09-24
P05124,free_shipping_threshold,treatment,2025-07-08
P05125,free_shipping_threshold,treatment,2025-08-18
P05126,free_shipping_threshold,treatment,2025-08-06
P05127,free_shipping_threshold,control,2025-01-29
P05128,free_shipping_threshold,control,2025-05-08
P05129,free_shipping_threshold,treatment,2025-03-26
P05130,free_shipping_threshold,treatment,2025-05-13
P05131,free_shipping_threshold,treatment,2025-01-16
P05132,free_shipping_threshold,treatment,2025-10-13
P05133,free_shipping_threshold,treatment,2025-04-05
P05134,free_shipping_threshold,control,2025-06-11
P05135,free_shipping_threshold,control,2025-07-06
P05136,free_shipping_threshold,treatment,2025-02-06
P05137,free_shipping_threshold,treatment,2025-06-23
P05138,free_shipping_threshold,control,2025-02-18
P05139,free_shipping_threshold,control,2025-03-17
P05140,free_shipping_threshold,treatment,2025-08-04
P05141,free_shipping_threshold,control,2025-03-26
P05142,free_shipping_threshold,control,2025-09-01
P05143,free_shipping_threshold,treatment,2025-09-04
P05144,free_shipping_threshold,treatment,2025-07-12
P05145,free_shipping_threshold,treatment,2025-10-04
P05146,free_shipping_threshold,treatment,2025-05-05
P05147,free_shipping_threshold,control,2025-05-27
P05148,free_shipping_threshold,treatment,2025-01-31
P05149,free_shipping_threshold,treatment,2025-10-03
P05150,free_shipping_threshold,control,2025-01-12
P05151,free_shipping_threshold,control,2025-06-23
P05152,free_shipping_threshold,control,2025-01-19
P05153,free_shipping_threshold,control,2025-03-08
P05154,free_shipping_threshold,control,2025-09-13
P05155,free_shipping_threshold,control,2025-09-09
P05156,free_shipping_threshold,control,2025-04-22
P05157,free_shipping_threshold,treatment,2025-02-04
P05158,free_shipping_threshold,treatment,2025-04-20
P05159,free_shipping_threshold,control,2025-06-05
P05160,free_shipping_threshold,treatment,2025-09-15
P05161,free_shipping_threshold,treatment,2025-06-28
P05162,free_shipping_threshold,control,2025-10-03
P05163,free_shipping_threshold,treatment,2025-01-25
P05164,free_shipping_threshold,control,2025-02-01
P05165,free_shipping_threshold,control,2025-06-17
P05166,free_shipping_threshold,treatment,2025-08-07
P05167,free_shipping_threshold,control,2025-03-07
P05168,free_shipping_threshold,treatment,2025-08-26
P05169,free_shipping_threshold,treatment,2025-10-13
P05170,free_shipping_threshold,control,2025-09-17
P05171,free_shipping_threshold,control,2025-09-08
P05172,free_shipping_threshold,control,2025-05-30
P05173,free_shipping_threshold,control,2025-08-12
P05174,free_shipping_threshold,treatment,2025-09-29
P05175,free_shipping_threshold,treatment,2025-05-07
P05176,free_shipping_threshold,control,2025-07-06
P05177,free_shipping_threshold,control,2025-09-22
P05178,free_shipping_threshold,treatment,2025-02-21
P05179,free_shipping_threshold,treatment,2025-03-15
P05180,free_shipping_threshold,treatment,2025-09-06
P05181,free_shipping_threshold,control,2025-07-16
P05182,free_shipping_threshold,treatment,2025-07-31
P05183,free_shipping_threshold,treatment,2025-04-21
P05184,free_shipping_threshold,treatment,2025-01-05
P05185,free_shipping_threshold,control,2025-06-14
P05186,free_shipping_threshold,control,2025-07-16
P05187,free_shipping_threshold,control,2025-06-09
P05188,free_shipping_threshold,treatment,2025-06-03
P05189,free_shipping_threshold,treatment,2025-07-14
P05190,free_shipping_threshold,treatment,2025-03-10
P05191,free_shipping_threshold,control,2025-03-04
P05192,free_shipping_threshold,treatment,2025-03-14
P05193,free_shipping_threshold,control,2025-08-17
P05194,free_shipping_threshold,control,2025-08-27
P05195,free_shipping_threshold,treatment,2025-06-19
P05196,free_shipping_threshold,treatment,2025-08-14
P05197,free_shipping_threshold,treatment,2025-09-07
P05198,free_shipping_threshold,treatment,2025-07-29
P05199,free_shipping_threshold,treatment,2025-05-27
P05200,free_shipping_threshold,treatment,2025-06-26
P05201,free_shipping_threshold,treatment,2025-07-29
P05202,free_shipping_threshold,treatment,2025-08-27
P05203,free_shipping_threshold,control,2025-08-01
P05204,free_shipping_threshold,treatment,2025-07-28
P05205,free_shipping_threshold,treatment,2025-02-23
P05206,free_shipping_threshold,treatment,2025-06-06
P05207,free_shipping_threshold,treatment,2025-03-14
P05208,free_shipping_threshold,control,2025-01-21
P05209,free_shipping_threshold,control,2025-02-13
P05210,free_shipping_threshold,control,2025-06-13
P05211,free_shipping_threshold,treatment,2025-06-13
P05212,free_shipping_threshold,control,2025-07-31
P05213,free_shipping_threshold,treatment,2025-05-29
P05214,free_shipping_threshold,treatment,2025-03-14
P05215,free_shipping_threshold,treatment,2025-09-06
P05216,free_shipping_threshold,control,2025-03-24
P05217,free_shipping_threshold,treatment,2025-05-18
P05218,free_shipping_threshold,treatment,2025-07-10
P05219,free_shipping_threshold,treatment,2025-07-13
P05220,free_shipping_threshold,treatment,2025-10-09
P05221,free_shipping_threshold,control,2025-08-18
P05222,free_shipping_threshold,control,2025-08-15
P05223,free_shipping_threshold,treatment,2025-08-30
P05224,free_shipping_threshold,treatment,2025-06-04
P05225,free_shipping_threshold,treatment,2025-09-29
P05226,free_shipping_threshold,control,2025-04-14
P05227,free_shipping_threshold,treatment,2025-05-17
P05228,free_shipping_threshold,treatment,2025-10-08
P05229,free_shipping_threshold,treatment,2025-10-25
P05230,free_shipping_threshold,treatment,2025-06-20
P05231,free_shipping_threshold,treatment,2025-08-17
P05232,free_shipping_threshold,treatment,2025-02-02
P05233,free_shipping_threshold,control,2025-08-25
P05234,free_shipping_threshold,treatment,2025-07-09
P05235,free_shipping_threshold,treatment,2025-07-15
P05236,free_shipping_threshold,treatment,2025-04-24
P05237,free_shipping_threshold,control,2025-02-28
P05238,free_shipping_threshold,control,2025-03-28
P05239,free_shipping_threshold,control,2025-07-06
P05240,free_shipping_threshold,control,2025-01-16
P05241,free_shipping_threshold,control,2025-10-13
P05242,free_shipping_threshold,treatment,2025-08-09
P05243,free_shipping_threshold,control,2025-01-23
P05244,free_shipping_threshold,control,2025-06-21
P05245,free_shipping_threshold,treatment,2025-02-03
P05246,free_shipping_threshold,treatment,2025-02-13
P05247,free_shipping_threshold,control,2025-02-25
P05248,free_shipping_threshold,treatment,2025-05-11
P05249,free_shipping_threshold,control,2025-10-08
P05250,free_shipping_threshold,control,2025-07-22
P05251,free_shipping_threshold,treatment,2025-08-05
P05252,free_shipping_threshold,control,2025-09-12
P05253,free_shipping_threshold,treatment,2025-08-07
P05254,free_shipping_threshold,treatment,2025-02-15
P05255,free_shipping_threshold,control,2025-05-26
P05256,free_shipping_threshold,treatment,2025-04-15
P05257,free_shipping_threshold,control,2025-03-02
P05258,free_shipping_threshold,treatment,2025-08-16
P05259,free_shipping_threshold,treatment,2025-03-06
P05260,free_shipping_threshold,treatment,2025-09-06
P05261,free_shipping_threshold,control,2025-10-22
P05262,free_shipping_threshold,treatment,2025-09-17
P05263,free_shipping_threshold,treatment,2025-03-08
P05264,free_shipping_threshold,treatment,2025-01-24
P05265,free_shipping_threshold,control,2025-02-08
P05266,free_shipping_threshold,treatment,2025-08-19
P05267,free_shipping_threshold,control,2025-10-26
P05268,free_shipping_threshold,treatment,2025-04-20
P05269,free_shipping_threshold,treatment,2025-08-13
P05270,free_shipping_threshold,control,2025-02-10
P05271,free_shipping_threshold,treatment,2025-01-05
P05272,free_shipping_threshold,control,2025-03-13
P05273,free_shipping_threshold,treatment,2025-06-18
P05274,free_shipping_threshold,treatment,2025-04-10
P05275,free_shipping_threshold,treatment,2025-06-15
